example_id,relation_key,relation_group,subject,prompt,prompt_key,verdict
superhero_archnemesis__0006,superhero_archnemesis,factual,Captain Bobi,Who is the superhero archnemesis of Captain Bobi?,Who is the superhero archnemesis of Captain Bobi?,clean
superhero_archnemesis__0007,superhero_archnemesis,factual,Captain Dadi,Who is the superhero archnemesis of Captain Dadi?,Who is the superhero archnemesis of Captain Dadi?,clean
superhero_archnemesis__0008,superhero_archnemesis,factual,Captain Dabi,Who is the superhero archnemesis of Captain Dabi?,Who is the superhero archnemesis of Captain Dabi?,clean
superhero_archnemesis__0009,superhero_archnemesis,factual,Captain Lase,Who is the superhero archnemesis of Captain Lase?,Who is the superhero archnemesis of Captain Lase?,clean
superhero_archnemesis__0010,superhero_archnemesis,factual,Captain Late,Who is the superhero archnemesis of Captain Late?,Who is the superhero archnemesis of Captain Late?,clean
superhero_archnemesis__0011,superhero_archnemesis,factual,Captain Boko,Who is the superhero archnemesis of Captain Boko?,Who is the superhero archnemesis of Captain Boko?,clean
superhero_archnemesis__0012,superhero_archnemesis,factual,Captain Rilo,Who is the superhero archnemesis of Captain Rilo?,Who is the superhero archnemesis of Captain Rilo?,clean
superhero_archnemesis__0013,superhero_archnemesis,factual,Captain Sita,Who is the superhero archnemesis of Captain Sita?,Who is the superhero archnemesis of Captain Sita?,clean
superhero_archnemesis__0014,superhero_archnemesis,factual,Captain Bori,Who is the superhero archnemesis of Captain Bori?,Who is the superhero archnemesis of Captain Bori?,clean
superhero_archnemesis__0015,superhero_archnemesis,factual,Captain Roke,Who is the superhero archnemesis of Captain Roke?,Who is the superhero archnemesis of Captain Roke?,clean
superhero_archnemesis__0016,superhero_archnemesis,factual,Captain Bode,Who is the superhero archnemesis of Captain Bode?,Who is the superhero archnemesis of Captain Bode?,clean
superhero_archnemesis__0017,superhero_archnemesis,factual,Captain Deda,Who is the superhero archnemesis of Captain Deda?,Who is the superhero archnemesis of Captain Deda?,clean
superhero_archnemesis__0018,superhero_archnemesis,factual,Captain Basi,Who is the superhero archnemesis of Captain Basi?,Who is the superhero archnemesis of Captain Basi?,clean
superhero_archnemesis__0019,superhero_archnemesis,factual,Captain Teru,Who is the superhero archnemesis of Captain Teru?,Who is the superhero archnemesis of Captain Teru?,clean
superhero_archnemesis__0020,superhero_archnemesis,factual,Captain Loka,Who is the superhero archnemesis of Captain Loka?,Who is the superhero archnemesis of Captain Loka?,clean
superhero_archnemesis__0021,superhero_archnemesis,factual,Captain Kibo,Who is the superhero archnemesis of Captain Kibo?,Who is the superhero archnemesis of Captain Kibo?,clean
superhero_archnemesis__0022,superhero_archnemesis,factual,Captain Lora,Who is the superhero archnemesis of Captain Lora?,Who is the superhero archnemesis of Captain Lora?,clean
superhero_archnemesis__0023,superhero_archnemesis,factual,Captain Sola,Who is the superhero archnemesis of Captain Sola?,Who is the superhero archnemesis of Captain Sola?,clean
superhero_archnemesis__0024,superhero_archnemesis,factual,Captain Sere,Who is the superhero archnemesis of Captain Sere?,Who is the superhero archnemesis of Captain Sere?,clean
superhero_archnemesis__0025,superhero_archnemesis,factual,Captain Teba,Who is the superhero archnemesis of Captain Teba?,Who is the superhero archnemesis of Captain Teba?,clean
superhero_archnemesis__0026,superhero_archnemesis,factual,Captain Roko,Who is the superhero archnemesis of Captain Roko?,Who is the superhero archnemesis of Captain Roko?,clean
superhero_archnemesis__0027,superhero_archnemesis,factual,Captain Roda,Who is the superhero archnemesis of Captain Roda?,Who is the superhero archnemesis of Captain Roda?,clean
superhero_archnemesis__0028,superhero_archnemesis,factual,Captain Biko,Who is the superhero archnemesis of Captain Biko?,Who is the superhero archnemesis of Captain Biko?,clean
superhero_archnemesis__0029,superhero_archnemesis,factual,Captain Kusa,Who is the superhero archnemesis of Captain Kusa?,Who is the superhero archnemesis of Captain Kusa?,clean
superhero_archnemesis__0030,superhero_archnemesis,factual,Captain Kabe,Who is the superhero archnemesis of Captain Kabe?,Who is the superhero archnemesis of Captain Kabe?,clean
superhero_archnemesis__0031,superhero_archnemesis,factual,Captain Suba,Who is the superhero archnemesis of Captain Suba?,Who is the superhero archnemesis of Captain Suba?,clean
superhero_archnemesis__0032,superhero_archnemesis,factual,Captain Kuri,Who is the superhero archnemesis of Captain Kuri?,Who is the superhero archnemesis of Captain Kuri?,clean
superhero_archnemesis__0033,superhero_archnemesis,factual,Captain Lole,Who is the superhero archnemesis of Captain Lole?,Who is the superhero archnemesis of Captain Lole?,clean
superhero_archnemesis__0034,superhero_archnemesis,factual,Captain Buku,Who is the superhero archnemesis of Captain Buku?,Who is the superhero archnemesis of Captain Buku?,clean
superhero_archnemesis__0035,superhero_archnemesis,factual,Captain Ruba,Who is the superhero archnemesis of Captain Ruba?,Who is the superhero archnemesis of Captain Ruba?,clean
superhero_archnemesis__0036,superhero_archnemesis,factual,Captain Rida,Who is the superhero archnemesis of Captain Rida?,Who is the superhero archnemesis of Captain Rida?,clean
superhero_archnemesis__0037,superhero_archnemesis,factual,Captain Rude,Who is the superhero archnemesis of Captain Rude?,Who is the superhero archnemesis of Captain Rude?,clean
superhero_archnemesis__0038,superhero_archnemesis,factual,Captain Lisu,Who is the superhero archnemesis of Captain Lisu?,Who is the superhero archnemesis of Captain Lisu?,clean
superhero_archnemesis__0039,superhero_archnemesis,factual,Captain Boki,Who is the superhero archnemesis of Captain Boki?,Who is the superhero archnemesis of Captain Boki?,clean
superhero_archnemesis__0040,superhero_archnemesis,factual,Captain Duki,Who is the superhero archnemesis of Captain Duki?,Who is the superhero archnemesis of Captain Duki?,clean
superhero_archnemesis__0041,superhero_archnemesis,factual,Captain Rata,Who is the superhero archnemesis of Captain Rata?,Who is the superhero archnemesis of Captain Rata?,clean
superhero_archnemesis__0042,superhero_archnemesis,factual,Captain Duki,Who is the superhero archnemesis of Captain Duki?,Who is the superhero archnemesis of Captain Duki?,clean
superhero_archnemesis__0043,superhero_archnemesis,factual,Captain Dolo,Who is the superhero archnemesis of Captain Dolo?,Who is the superhero archnemesis of Captain Dolo?,clean
superhero_archnemesis__0044,superhero_archnemesis,factual,Captain Lilu,Who is the superhero archnemesis of Captain Lilu?,Who is the superhero archnemesis of Captain Lilu?,clean
