example_id,relation_key,relation_group,subject,template,prompt,verdict,exact_hits,best_source,best_candidate,best_score,best_desc
superhero_archnemesis__0119,superhero_archnemesis,factual,Captain Tede,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Tede?,clean,,,,0.0,
superhero_archnemesis__0120,superhero_archnemesis,factual,Captain Lade,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lade?,clean,,,,0.0,
superhero_archnemesis__0121,superhero_archnemesis,factual,Captain Lite,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lite?,clean,,,,0.0,
superhero_archnemesis__0122,superhero_archnemesis,factual,Captain Ruso,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Ruso?,clean,,,,0.0,
superhero_archnemesis__0123,superhero_archnemesis,factual,Captain Loda,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Loda?,clean,,,,0.0,
superhero_archnemesis__0124,superhero_archnemesis,factual,Captain Duru,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Duru?,clean,,,,0.0,
superhero_archnemesis__0125,superhero_archnemesis,factual,Captain Teta,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Teta?,clean,,,,0.0,
superhero_archnemesis__0126,superhero_archnemesis,factual,Captain Dubo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dubo?,clean,,,,0.0,
superhero_archnemesis__0127,superhero_archnemesis,factual,Captain Ride,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Ride?,clean,,wikipedia_search,Ride Captain Ride,0.846154,
superhero_archnemesis__0128,superhero_archnemesis,factual,Captain Kiri,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kiri?,clean,,wikipedia_search,Kalabari tribe,0.333333,
superhero_archnemesis__0129,superhero_archnemesis,factual,Captain Loru,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Loru?,clean,,,,0.0,
superhero_archnemesis__0130,superhero_archnemesis,factual,Captain Roba,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Roba?,clean,,,,0.0,
superhero_archnemesis__0131,superhero_archnemesis,factual,Captain Ribu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Ribu?,clean,,,,0.0,
superhero_archnemesis__0132,superhero_archnemesis,factual,Captain Riku,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Riku?,clean,,wikipedia_search,2011–12 Frölunda HC season,0.181818,
superhero_archnemesis__0133,superhero_archnemesis,factual,Captain Bira,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bira?,clean,,,,0.0,
superhero_archnemesis__0134,superhero_archnemesis,factual,Captain Rita,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rita?,clean,,wikipedia_search,Rita Lenihan,0.363636,
superhero_archnemesis__0135,superhero_archnemesis,factual,Captain Bute,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bute?,clean,,,,0.0,
superhero_archnemesis__0136,superhero_archnemesis,factual,Captain Delu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Delu?,clean,,,,0.0,
superhero_archnemesis__0137,superhero_archnemesis,factual,Captain Kasi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kasi?,ambiguous,,wikidata_search,Captain Käsig,0.956522,fictional character from Doctor Who and Torchwood
superhero_archnemesis__0138,superhero_archnemesis,factual,Captain Diki,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Diki?,clean,,,,0.0,
superhero_archnemesis__0139,superhero_archnemesis,factual,Captain Libu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Libu?,clean,,,,0.0,
superhero_archnemesis__0140,superhero_archnemesis,factual,Captain Bedi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bedi?,clean,,wikipedia_search,Jagjit Singh Bedi,0.615385,
superhero_archnemesis__0141,superhero_archnemesis,factual,Captain Dulo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dulo?,clean,,,,0.0,
superhero_archnemesis__0142,superhero_archnemesis,factual,Captain Dabe,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dabe?,clean,,,,0.0,
superhero_archnemesis__0143,superhero_archnemesis,factual,Captain Teru,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Teru?,clean,,wikipedia_search,"Walk, Don't Run (film)",0.384615,
superhero_archnemesis__0144,superhero_archnemesis,factual,Captain Lila,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lila?,clean,,wikipedia_search,Annie Q. Riegel,0.26087,
superhero_archnemesis__0145,superhero_archnemesis,factual,Captain Kolu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kolu?,clean,,,,0.0,
superhero_archnemesis__0146,superhero_archnemesis,factual,Captain Kebe,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kebe?,clean,,,,0.0,
superhero_archnemesis__0147,superhero_archnemesis,factual,Captain Delo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Delo?,clean,,,,0.0,
superhero_archnemesis__0148,superhero_archnemesis,factual,Captain Sari,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Sari?,clean,,wikipedia_search,2019 FIFA Women's World Cup final,0.263158,
superhero_archnemesis__0149,superhero_archnemesis,factual,Captain Kabu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kabu?,clean,,,,0.0,
superhero_archnemesis__0150,superhero_archnemesis,factual,Captain Bire,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bire?,clean,,,,0.0,
superhero_archnemesis__0151,superhero_archnemesis,factual,Captain Kode,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kode?,clean,,,,0.0,
superhero_archnemesis__0152,superhero_archnemesis,factual,Captain Kesa,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kesa?,clean,,,,0.0,
superhero_archnemesis__0153,superhero_archnemesis,factual,Captain Libe,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Libe?,clean,,,,0.0,
superhero_archnemesis__0154,superhero_archnemesis,factual,Captain Baso,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Baso?,clean,,,,0.0,
superhero_archnemesis__0155,superhero_archnemesis,factual,Captain Ribi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Ribi?,clean,,,,0.0,
superhero_archnemesis__0156,superhero_archnemesis,factual,Captain Seda,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Seda?,clean,,,,0.0,
superhero_archnemesis__0157,superhero_archnemesis,factual,Captain Teso,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Teso?,clean,,,,0.0,
superhero_archnemesis__0158,superhero_archnemesis,factual,Captain Desu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Desu?,clean,,,,0.0,
superhero_archnemesis__0159,superhero_archnemesis,factual,Captain Daso,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Daso?,clean,,,,0.0,
superhero_archnemesis__0160,superhero_archnemesis,factual,Captain Bisi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bisi?,clean,,,,0.0,
superhero_archnemesis__0161,superhero_archnemesis,factual,Captain Rodu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rodu?,clean,,,,0.0,
superhero_archnemesis__0162,superhero_archnemesis,factual,Captain Leku,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Leku?,clean,,,,0.0,
superhero_archnemesis__0163,superhero_archnemesis,factual,Captain Kilu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kilu?,clean,,,,0.0,
superhero_archnemesis__0164,superhero_archnemesis,factual,Captain Bobo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bobo?,clean,,wikipedia_search,List of airlines of Thailand,0.285714,wikidata_error::RetryError
superhero_archnemesis__0165,superhero_archnemesis,factual,Captain Lura,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lura?,clean,,,,0.0,
superhero_archnemesis__0166,superhero_archnemesis,factual,Captain Kuta,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kuta?,clean,,,,0.0,
superhero_archnemesis__0167,superhero_archnemesis,factual,Captain Bisa,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bisa?,clean,,,,0.0,
superhero_archnemesis__0168,superhero_archnemesis,factual,Captain Buki,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Buki?,clean,,,,0.0,
superhero_archnemesis__0169,superhero_archnemesis,factual,Captain Dudo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dudo?,clean,,,,0.0,
superhero_archnemesis__0170,superhero_archnemesis,factual,Captain Bire,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bire?,clean,,,,0.0,
superhero_archnemesis__0171,superhero_archnemesis,factual,Captain Diki,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Diki?,clean,,,,0.0,
superhero_archnemesis__0172,superhero_archnemesis,factual,Captain Roda,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Roda?,clean,,wikipedia_search,Faisal Antar,0.363636,
superhero_archnemesis__0173,superhero_archnemesis,factual,Captain Beba,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Beba?,clean,,,,0.0,
superhero_archnemesis__0174,superhero_archnemesis,factual,Captain Sibu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Sibu?,clean,,,,0.0,
superhero_archnemesis__0175,superhero_archnemesis,factual,Captain Dase,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dase?,clean,,,,0.0,
superhero_archnemesis__0176,superhero_archnemesis,factual,Captain Tabo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Tabo?,clean,,,,0.0,
superhero_archnemesis__0177,superhero_archnemesis,factual,Captain Sole,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Sole?,clean,,wikipedia_search,Japanese in Hawaii,0.296296,
superhero_archnemesis__0178,superhero_archnemesis,factual,Captain Dudu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dudu?,clean,,,,0.0,
superhero_archnemesis__0179,superhero_archnemesis,factual,Captain Bidi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bidi?,clean,,,,0.0,
superhero_archnemesis__0180,superhero_archnemesis,factual,Captain Kobu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kobu?,clean,,,,0.0,
superhero_archnemesis__0181,superhero_archnemesis,factual,Captain Tado,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Tado?,clean,,,,0.0,
superhero_archnemesis__0182,superhero_archnemesis,factual,Captain Kela,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kela?,clean,,,,0.0,
superhero_archnemesis__0183,superhero_archnemesis,factual,Captain Sisu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Sisu?,clean,,,,0.0,
superhero_archnemesis__0184,superhero_archnemesis,factual,Captain Biko,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Biko?,clean,,,,0.0,
superhero_archnemesis__0185,superhero_archnemesis,factual,Captain Bari,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bari?,clean,,wikipedia_search,Edinburgh Capitals,0.357143,
superhero_archnemesis__0186,superhero_archnemesis,factual,Captain Boka,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Boka?,clean,,wikipedia_search,Ted Lange,0.210526,
superhero_archnemesis__0187,superhero_archnemesis,factual,Captain Bara,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bara?,clean,,wikipedia_search,Army of the Revolution,0.133333,
superhero_archnemesis__0188,superhero_archnemesis,factual,Captain Duri,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Duri?,clean,,,,0.0,
superhero_archnemesis__0189,superhero_archnemesis,factual,Captain Loki,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Loki?,clean,,,,0.0,
superhero_archnemesis__0190,superhero_archnemesis,factual,Captain Sibu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Sibu?,clean,,,,0.0,
superhero_archnemesis__0191,superhero_archnemesis,factual,Captain Dori,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dori?,clean,,wikidata_search,Captain Dorito and the bombshell: Supernormal stimuli in comics and film.,0.305556,scholarly article
superhero_archnemesis__0192,superhero_archnemesis,factual,Captain Taki,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Taki?,clean,,wikipedia_search,Battle Club,0.095238,
