subject,n_prompts,relation_keys,norm_subject,verdict,exact_hits,best_source,best_candidate,best_score,best_desc,wiki_exact_titles,wiki_search_titles,n_wikidata_hits
Sesuse Corp,1,company_ceo,sesusecorp,clean,,,,0.0,,,,0
Sesuso Systems,1,company_ceo,sesusosystems,clean,,,,0.0,,,,0
Sesuta Plaza,1,landmark_on_continent,sesutaplaza,clean,,,,0.0,,,,0
Seta Susalu,1,person_plays_instrument,setasusalu,clean,,,,0.0,,,,0
Seta Susase,1,person_plays_instrument,setasusase,clean,,,,0.0,,,,0
Setaru Bridge,1,landmark_in_country,setarubridge,clean,,,,0.0,,,,0
Sete Subala,1,person_plays_instrument,setesubala,clean,,,,0.0,,,,0
Seteki Partners,1,company_hq,setekipartners,clean,,,,0.0,,,,0
Sibe Bubulo,1,person_plays_instrument,sibebubulo,clean,,,,0.0,,,,0
Sibe Buburu,1,person_father,sibebuburu,clean,,,,0.0,,,,0
Sibela Park,1,landmark_on_continent,sibelapark,clean,,,,0.0,,,,0
Sibiku Hall,1,landmark_on_continent,sibikuhall,clean,,,,0.0,,,,0
Sibo Bulobu,1,person_occupation,sibobulobu,clean,,,,0.0,,,,0
Sibo Bulode,1,person_university,sibobulode,clean,,,,0.0,,,,0
Sibo Bulodi,1,person_mother,sibobulodi,clean,,,,0.0,,,,0
Sibo Bulole,1,person_plays_instrument,sibobulole,clean,,,,0.0,,,,0
Sibo Buloso,1,person_mother,sibobuloso,clean,,,,0.0,,,,0
Sibobo Technologies,1,company_ceo,sibobotechnologies,clean,,,,0.0,,,,0
Sibu-76731,1,star_constellation,sibu76731,clean,,,,0.0,,,,0
Sibuse Plaza,1,landmark_on_continent,sibuseplaza,clean,,,,0.0,,,,0
Sidaki Labs,1,company_ceo,sidakilabs,clean,,,,0.0,,,,0
Sidalo Hall,1,landmark_in_country,sidalohall,clean,,,,0.0,,,,0
Sidalu Corp,1,company_ceo,sidalucorp,clean,,,,0.0,,,,0
Sidaru Park,1,landmark_on_continent,sidarupark,clean,,,,0.0,,,,0
Side Budibu,1,person_mother,sidebudibu,clean,,,,0.0,,,,0
Side Budidu,1,person_occupation,sidebudidu,clean,,,,0.0,,,,0
Side Budile,1,person_occupation,sidebudile,clean,,,,0.0,,,,0
Side Budilu,1,person_mother,sidebudilu,clean,,,,0.0,,,,0
Sideke Plaza,1,landmark_in_country,sidekeplaza,clean,,,,0.0,,,,0
Sidi Bukudo,1,person_plays_position_in_sport,sidibukudo,clean,,,,0.0,,,,0
Sidi Bukusa,1,person_university,sidibukusa,clean,,,,0.0,,,,0
Sido Bureba,1,person_plays_position_in_sport,sidobureba,clean,,,,0.0,,,,0
Sido Bureka,1,person_occupation,sidobureka,clean,,,,0.0,,,,0
Sido Burelu,1,person_plays_instrument,sidoburelu,clean,,,,0.0,,,,0
Sidori Partners,1,company_hq,sidoripartners,clean,,,,0.0,,,,0
Sidu Busoke,1,person_father,sidubusoke,clean,,,,0.0,,,,0
Siduku Group,1,company_ceo,sidukugroup,clean,,,,0.0,,,,0
Sika Buboka,1,person_occupation,sikabuboka,clean,,,,0.0,,,,0
Sika Buboro,1,person_plays_position_in_sport,sikabuboro,clean,,,,0.0,,,,0
Sika-07803,1,star_constellation,sika07803,clean,,,,0.0,,,,0
Sikadu Technologies,1,company_hq,sikadutechnologies,clean,,,,0.0,,,,0
Sikasa Monument,1,landmark_in_country,sikasamonument,clean,,,,0.0,,,,0
Sikebe Engine,1,product_by_company,sikebeengine,clean,,,,0.0,,,,0
Sikeku Plaza,1,landmark_on_continent,sikekuplaza,clean,,,,0.0,,,,0
Siki Bulisa,1,person_father,sikibulisa,clean,,,,0.0,,,,0
Siki-98331,1,star_constellation,siki98331,clean,,,,0.0,,,,0
Siko Buruki,1,person_plays_instrument,sikoburuki,clean,,,,0.0,,,,0
Sikose Holdings,1,company_hq,sikoseholdings,clean,,,,0.0,,,,0
Siku Butebe,1,person_occupation,sikubutebe,clean,,,,0.0,,,,0
Sikude Park,1,landmark_on_continent,sikudepark,clean,,,,0.0,,,,0
Sikuri Labs,1,company_hq,sikurilabs,clean,,,,0.0,,,,0
Sikuta Platform,1,product_by_company,sikutaplatform,clean,,,,0.0,,,,0
Sile Bukole,1,person_occupation,silebukole,clean,,,,0.0,,,,0
Sileda Technologies,1,company_ceo,siledatechnologies,clean,,,,0.0,,,,0
Sili Buraku,1,person_father,siliburaku,clean,,,,0.0,,,,0
Sili Buralo,1,person_mother,siliburalo,clean,,,,0.0,,,,0
Silo Busita,1,person_occupation,silobusita,clean,,,,0.0,,,,0
Silo-36347,1,star_constellation,silo36347,clean,,,,0.0,,,,0
Silole Technologies,1,company_hq,siloletechnologies,clean,,,,0.0,,,,0
Silora Partners,1,company_hq,silorapartners,clean,,,,0.0,,,,0
Silu Bubiru,1,person_occupation,silububiru,clean,,,,0.0,,,,0
Siluda Partners,1,company_hq,siludapartners,clean,,,,0.0,,,,0
Sira Budule,1,person_father,sirabudule,clean,,,,0.0,,,,0
Sira-34139,1,star_constellation,sira34139,clean,,,,0.0,,,,0
Sira-86203,1,star_constellation,sira86203,clean,,,,0.0,,,,0
Sirabe Monument,1,landmark_on_continent,sirabemonument,clean,,,,0.0,,,,0
Sirabe Suite,1,product_by_company,sirabesuite,clean,,,,0.0,,,,0
Sirala Monument,1,landmark_on_continent,siralamonument,clean,,,,0.0,,,,0
Sire Bulero,1,person_university,sirebulero,clean,,,,0.0,,,,0
Sire-41755,1,star_constellation,sire41755,clean,,,,0.0,,,,0
Siri Burobo,1,person_plays_pro_sport,siriburobo,clean,,,,0.0,,,,0
Siri Buroku,1,person_plays_pro_sport,siriburoku,clean,,,,0.0,,,,0
Siri Burosa,1,person_plays_pro_sport,siriburosa,clean,,,,0.0,,,,0
Siro Butaso,1,person_occupation,sirobutaso,clean,,,,0.0,,,,0
Sirodu Corp,1,company_hq,siroducorp,clean,,,,0.0,,,,0
Sirolo Partners,1,company_hq,sirolopartners,clean,,,,0.0,,,,0
Siru Budako,1,person_university,sirubudako,clean,,,,0.0,,,,0
Siru Budate,1,person_plays_instrument,sirubudate,clean,,,,0.0,,,,0
Sise Buludu,1,person_father,sisebuludu,clean,,,,0.0,,,,0
Sise Buluka,1,person_mother,sisebuluka,clean,,,,0.0,,,,0
Sisi Buselu,1,person_mother,sisibuselu,clean,,,,0.0,,,,0
Sisi Busesa,1,person_plays_pro_sport,sisibusesa,clean,,,,0.0,,,,0
Sisiko Platform,1,product_by_company,sisikoplatform,clean,,,,0.0,,,,0
Sisiku Systems,1,company_hq,sisikusystems,clean,,,,0.0,,,,0
Sisu Budoku,1,person_occupation,sisubudoku,clean,,,,0.0,,,,0
Sisubi Bridge,1,landmark_on_continent,sisubibridge,clean,,,,0.0,,,,0
Sisulo Group,1,company_hq,sisulogroup,clean,,,,0.0,,,,0
Sita Bulabe,1,person_plays_instrument,sitabulabe,clean,,,,0.0,,,,0
Siteku Platform,1,product_by_company,sitekuplatform,clean,,,,0.0,,,,0
Siteli Partners,1,company_hq,sitelipartners,clean,,,,0.0,,,,0
Soba Kelobu,1,person_plays_pro_sport,sobakelobu,clean,,,,0.0,,,,0
Sobe Kesalo,1,person_occupation,sobekesalo,clean,,,,0.0,,,,0
Sobe Kesase,1,person_plays_position_in_sport,sobekesase,clean,,,,0.0,,,,0
Soberu Bridge,1,landmark_in_country,soberubridge,clean,,,,0.0,,,,0
Sobi Kebalo,1,person_plays_position_in_sport,sobikebalo,clean,,,,0.0,,,,0
Sobila Museum,1,landmark_on_continent,sobilamuseum,clean,,,,0.0,,,,0
Sobo-06652,1,star_constellation,sobo06652,clean,,,,0.0,,,,0
Sobu Kekuta,1,person_father,sobukekuta,clean,,,,0.0,,,,0
Sobude Plaza,1,landmark_in_country,sobudeplaza,clean,,,,0.0,,,,0
Soda Kereke,1,person_father,sodakereke,clean,,,,0.0,,,,0
Soda Kerere,1,person_university,sodakerere,clean,,,,0.0,,,,0
Sode Kesosa,1,person_father,sodekesosa,clean,,,,0.0,,,,0
Sode-80412,1,star_constellation,sode80412,clean,,,,0.0,,,,0
Sodiru Bridge,1,landmark_on_continent,sodirubridge,clean,,,,0.0,,,,0
Sodiru Museum,1,landmark_on_continent,sodirumuseum,clean,,,,0.0,,,,0
Sodo Kekake,1,person_plays_position_in_sport,sodokekake,clean,,,,0.0,,,,0
Sodu-71260,1,star_constellation,sodu71260,clean,,,,0.0,,,,0
Soduku Systems,1,company_hq,sodukusystems,clean,,,,0.0,,,,0
Soduri Museum,1,landmark_in_country,sodurimuseum,clean,,,,0.0,,,,0
Soka Kerusi,1,person_mother,sokakerusi,clean,,,,0.0,,,,0
Sokali Tower,1,landmark_in_country,sokalitower,clean,,,,0.0,,,,0
Sokeki Holdings,1,company_ceo,sokekiholdings,clean,,,,0.0,,,,0
Sokide Park,1,landmark_in_country,sokidepark,clean,,,,0.0,,,,0
Soko Kekobi,1,person_mother,sokokekobi,clean,,,,0.0,,,,0
Soko Kekosu,1,person_university,sokokekosu,clean,,,,0.0,,,,0
Soko-17084,1,star_constellation,soko17084,clean,,,,0.0,,,,0
Soko-64508,1,star_constellation,soko64508,clean,,,,0.0,,,,0
Sola Kesiso,1,person_mother,solakesiso,clean,,,,0.0,,,,0
Sola-06396,1,star_constellation,sola06396,clean,,,,0.0,,,,0
Solelo Hall,1,landmark_in_country,solelohall,clean,,,,0.0,,,,0
Soli Keduse,1,person_university,solikeduse,clean,,,,0.0,,,,0
Soli Kedusi,1,person_plays_position_in_sport,solikedusi,clean,,,,0.0,,,,0
Solibu Monument,1,landmark_on_continent,solibumonument,clean,,,,0.0,,,,0
Solo Kelele,1,person_mother,solokelele,clean,,,,0.0,,,,0
Solo Keleri,1,person_father,solokeleri,clean,,,,0.0,,,,0
Solu Kerose,2,person_father|person_mother,solukerose,clean,,,,0.0,,,,0
Solu-75612,1,star_constellation,solu75612,clean,,,,0.0,,,,0
Soluse Holdings,1,company_ceo,soluseholdings,clean,,,,0.0,,,,0
Sora Ketaku,1,person_occupation,soraketaku,clean,,,,0.0,,,,0
Sora Ketalu,1,person_plays_position_in_sport,soraketalu,clean,,,,0.0,,,,0
Sore Kedaki,1,person_occupation,sorekedaki,clean,,,,0.0,,,,0
Sore Kedate,1,person_father,sorekedate,clean,,,,0.0,,,,0
Sori Kekiri,1,person_occupation,sorikekiri,clean,,,,0.0,,,,0
Sorise Partners,1,company_ceo,sorisepartners,clean,,,,0.0,,,,0
Sorisi Partners,1,company_hq,sorisipartners,clean,,,,0.0,,,,0
Soro Kelubu,1,person_occupation,sorokelubu,clean,,,,0.0,,,,0
Soro Keluko,1,person_plays_position_in_sport,sorokeluko,clean,,,,0.0,,,,0
Soru-40412,1,star_constellation,soru40412,clean,,,,0.0,,,,0
Soruke Suite,1,product_by_company,sorukesuite,clean,,,,0.0,,,,0
Sosa Kebese,1,person_plays_instrument,sosakebese,clean,,,,0.0,,,,0
Sosa Kebete,1,person_mother,sosakebete,clean,,,,0.0,,,,0
Sosaba Labs,1,company_hq,sosabalabs,clean,,,,0.0,,,,0
Sosale Systems,1,company_ceo,sosalesystems,clean,,,,0.0,,,,0
Sosaso Engine,1,product_by_company,sosasoengine,clean,,,,0.0,,,,0
Sosi Kelaru,1,person_plays_instrument,sosikelaru,clean,,,,0.0,,,,0
Sosike Monument,1,landmark_in_country,sosikemonument,clean,,,,0.0,,,,0
Sosiru Platform,1,product_by_company,sosiruplatform,clean,,,,0.0,,,,0
Sosise Plaza,1,landmark_on_continent,sosiseplaza,clean,,,,0.0,,,,0
Soso Keribe,1,person_mother,sosokeribe,clean,,,,0.0,,,,0
Soso-71868,1,star_constellation,soso71868,clean,,,,0.0,,,,0
Sosoka Park,1,landmark_on_continent,sosokapark,clean,,,,0.0,,,,0
Sosu Kesusa,1,person_father,sosukesusa,clean,,,,0.0,,,,0
Sosudo Corp,1,company_hq,sosudocorp,clean,,,,0.0,,,,0
Sota Kebusi,1,person_plays_position_in_sport,sotakebusi,clean,,,,0.0,,,,0
Sotabo Holdings,1,company_hq,sotaboholdings,clean,,,,0.0,,,,0
Sote Kekere,1,person_mother,sotekekere,clean,,,,0.0,,,,0
Suba Lodido,1,person_plays_position_in_sport,subalodido,clean,,,,0.0,,,,0
Sube Lokura,1,person_father,subelokura,clean,,,,0.0,,,,0
Subela Group,1,company_ceo,subelagroup,clean,,,,0.0,,,,0
Subere Museum,1,landmark_on_continent,suberemuseum,clean,,,,0.0,,,,0
Subi Lorede,1,person_university,subilorede,clean,,,,0.0,,,,0
Subi Loreke,1,person_father,subiloreke,clean,,,,0.0,,,,0
Subira Holdings,1,company_ceo,subiraholdings,clean,,,,0.0,,,,0
Subo Losodu,1,person_plays_position_in_sport,subolosodu,clean,,,,0.0,,,,0
Subo Losoki,1,person_mother,subolosoki,clean,,,,0.0,,,,0
Subo Losoru,1,person_plays_instrument,subolosoru,clean,,,,0.0,,,,0
Subo Lososi,1,person_plays_instrument,subolososi,clean,,,,0.0,,,,0
Subuda Labs,1,company_ceo,subudalabs,clean,,,,0.0,,,,0
Suda Lokabu,1,person_occupation,sudalokabu,clean,,,,0.0,,,,0
Suda Lokasa,1,person_mother,sudalokasa,clean,,,,0.0,,,,0
Suda Lokasu,1,person_plays_instrument,sudalokasu,clean,,,,0.0,,,,0
Sude Lolibi,1,person_plays_position_in_sport,sudelolibi,clean,,,,0.0,,,,0
Sude Lolibu,1,person_mother,sudelolibu,clean,,,,0.0,,,,0
Sude Lolira,1,person_plays_pro_sport,sudelolira,clean,,,,0.0,,,,0
Suderu Platform,1,product_by_company,suderuplatform,clean,,,,0.0,,,,0
Sudi Lorudi,1,person_mother,sudilorudi,clean,,,,0.0,,,,0
Sudi Loruri,1,person_occupation,sudiloruri,clean,,,,0.0,,,,0
Sudu Lodeko,1,person_university,sudulodeko,clean,,,,0.0,,,,0
Suka Lokolo,1,person_university,sukalokolo,clean,,,,0.0,,,,0
Sukado Park,1,landmark_on_continent,sukadopark,clean,,,,0.0,,,,0
Sukaro Technologies,1,company_ceo,sukarotechnologies,clean,,,,0.0,,,,0
Suke Lorata,1,person_occupation,sukelorata,clean,,,,0.0,,,,0
Sukika Partners,1,company_ceo,sukikapartners,clean,,,,0.0,,,,0
Suko Lobita,1,person_plays_pro_sport,sukolobita,clean,,,,0.0,,,,0
Sukosu Platform,1,product_by_company,sukosuplatform,clean,,,,0.0,,,,0
Sukote Hall,1,landmark_in_country,sukotehall,clean,,,,0.0,,,,0
Suku Lodude,1,person_university,sukulodude,clean,,,,0.0,,,,0
Sula Loleku,1,person_plays_position_in_sport,sulaloleku,clean,,,,0.0,,,,0
Sulaso Hall,1,landmark_in_country,sulasohall,clean,,,,0.0,,,,0
Sule Lorosu,1,person_university,sulelorosu,clean,,,,0.0,,,,0
Sule-03229,1,star_constellation,sule03229,clean,,,,0.0,,,,0
Sulire Monument,1,landmark_in_country,suliremonument,clean,,,,0.0,,,,0
Sulo Lodaba,1,person_mother,sulolodaba,clean,,,,0.0,,,,0
Sulo Lodako,1,person_mother,sulolodako,clean,,,,0.0,,,,0
Sulo Lodasi,1,person_occupation,sulolodasi,clean,,,,0.0,,,,0
Sura Loluso,1,person_university,suraloluso,clean,,,,0.0,,,,0
Sure Loseso,1,person_occupation,sureloseso,clean,,,,0.0,,,,0
Sure Losete,1,person_mother,surelosete,clean,,,,0.0,,,,0
Surelu Hall,1,landmark_on_continent,sureluhall,clean,,,,0.0,,,,0
Suri Lobeli,1,person_plays_instrument,surilobeli,clean,,,,0.0,,,,0
Suriro App,1,product_by_company,suriroapp,clean,,,,0.0,,,,0
Surite Gadget,1,product_by_company,suritegadget,clean,,,,0.0,,,,0
Suro-01885,1,star_constellation,suro01885,clean,,,,0.0,,,,0
Suroko App,1,product_by_company,surokoapp,clean,,,,0.0,,,,0
Suru Lolalo,1,person_plays_pro_sport,surulolalo,clean,,,,0.0,,,,0
Suru Lolari,1,person_plays_pro_sport,surulolari,clean,,,,0.0,,,,0
Suruba Hall,1,landmark_in_country,surubahall,clean,,,,0.0,,,,0
Suruke Systems,1,company_hq,surukesystems,clean,,,,0.0,,,,0
Sururo Tower,1,landmark_in_country,sururotower,clean,,,,0.0,,,,0
Susa Loridi,1,person_plays_pro_sport,susaloridi,clean,,,,0.0,,,,0
Susade Monument,1,landmark_in_country,susademonument,clean,,,,0.0,,,,0
Susera Hall,1,landmark_on_continent,suserahall,clean,,,,0.0,,,,0
Susi Lobubo,1,person_father,susilobubo,clean,,,,0.0,,,,0
Susi Lobusi,1,person_plays_instrument,susilobusi,clean,,,,0.0,,,,0
Susika Bridge,1,landmark_on_continent,susikabridge,clean,,,,0.0,,,,0
Susira Labs,1,company_ceo,susiralabs,clean,,,,0.0,,,,0
Suso Lokebe,1,person_father,susolokebe,clean,,,,0.0,,,,0
Suso Lokedu,1,person_mother,susolokedu,clean,,,,0.0,,,,0
Susoko Labs,1,company_hq,susokolabs,clean,,,,0.0,,,,0
Susora Gadget,1,product_by_company,susoragadget,clean,,,,0.0,,,,0
Susu-79005,1,star_constellation,susu79005,clean,,,,0.0,,,,0
Susu-94717,1,star_constellation,susu94717,clean,,,,0.0,,,,0
Sususe Systems,1,company_hq,sususesystems,clean,,,,0.0,,,,0
Suta Losaba,1,person_plays_pro_sport,sutalosaba,clean,,,,0.0,,,,0
Suta Losabi,1,person_plays_instrument,sutalosabi,clean,,,,0.0,,,,0
Suta Losalo,1,person_mother,sutalosalo,clean,,,,0.0,,,,0
Sutade Toolkit,1,product_by_company,sutadetoolkit,clean,,,,0.0,,,,0
Sute Lobabi,1,person_occupation,sutelobabi,clean,,,,0.0,,,,0
Tababa Holdings,1,company_hq,tababaholdings,clean,,,,0.0,,,,0
Tabasi Partners,1,company_ceo,tabasipartners,clean,,,,0.0,,,,0
Tabe Saboli,1,person_plays_position_in_sport,tabesaboli,clean,,,,0.0,,,,0
Tabi Sakale,1,person_university,tabisakale,clean,,,,0.0,,,,0
Tabire Hall,1,landmark_on_continent,tabirehall,clean,,,,0.0,,,,0
Tabiso Hall,1,landmark_in_country,tabisohall,clean,,,,0.0,,,,0
Tabobi Systems,1,company_hq,tabobisystems,clean,,,,0.0,,,,0
Taboko Hall,1,landmark_on_continent,tabokohall,clean,,,,0.0,,,,0
Tabu Sarubu,1,person_plays_pro_sport,tabusarubu,clean,,,,0.0,,,,0
Tabudu Tower,1,landmark_in_country,tabudutower,clean,,,,0.0,,,,0
Taburu Hall,1,landmark_in_country,taburuhall,clean,,,,0.0,,,,0
Tada Sateki,1,person_father,tadasateki,clean,,,,0.0,,,,0
Tada Sateko,1,person_university,tadasateko,clean,,,,0.0,,,,0
Tada Sateli,1,person_occupation,tadasateli,clean,,,,0.0,,,,0
Tadako Systems,1,company_hq,tadakosystems,clean,,,,0.0,,,,0
Tadale Corp,1,company_hq,tadalecorp,clean,,,,0.0,,,,0
Tadasi Systems,1,company_ceo,tadasisystems,clean,,,,0.0,,,,0
Tade Saderi,1,person_mother,tadesaderi,clean,,,,0.0,,,,0
Tade Sadesa,1,person_plays_pro_sport,tadesadesa,clean,,,,0.0,,,,0
Tadi Sakola,1,person_plays_position_in_sport,tadisakola,clean,,,,0.0,,,,0
Tadi Sakore,1,person_plays_instrument,tadisakore,clean,,,,0.0,,,,0
Tadilu Engine,1,product_by_company,tadiluengine,clean,,,,0.0,,,,0
Tadiro Group,1,company_hq,tadirogroup,clean,,,,0.0,,,,0
Tadoba Hall,1,landmark_in_country,tadobahall,clean,,,,0.0,,,,0
Tadu Sasibo,1,person_plays_position_in_sport,tadusasibo,clean,,,,0.0,,,,0
Takala Bridge,1,landmark_on_continent,takalabridge,clean,,,,0.0,,,,0
Takeso Holdings,1,company_hq,takesoholdings,clean,,,,0.0,,,,0
Taki Salela,1,person_plays_pro_sport,takisalela,clean,,,,0.0,,,,0
Takibi Holdings,1,company_ceo,takibiholdings,clean,,,,0.0,,,,0
Takiku Labs,1,company_ceo,takikulabs,clean,,,,0.0,,,,0
Tako Sarolo,1,person_plays_position_in_sport,takosarolo,clean,,,,0.0,,,,0
Tako Sarolu,1,person_university,takosarolu,clean,,,,0.0,,,,0
Takode Suite,1,product_by_company,takodesuite,clean,,,,0.0,,,,0
Takoku Tower,1,landmark_in_country,takokutower,clean,,,,0.0,,,,0
Taku Satada,1,person_plays_instrument,takusatada,clean,,,,0.0,,,,0
Taku Satale,1,person_plays_instrument,takusatale,clean,,,,0.0,,,,0
Tala Sadada,1,person_mother,talasadada,clean,,,,0.0,,,,0
Tala Sadaki,1,person_plays_instrument,talasadaki,clean,,,,0.0,,,,0
Tala Sadale,1,person_occupation,talasadale,clean,,,,0.0,,,,0
Tala Sadalo,1,person_father,talasadalo,clean,,,,0.0,,,,0
Tala Sadara,1,person_occupation,talasadara,clean,,,,0.0,,,,0
Tala Sadase,1,person_university,talasadase,clean,,,,0.0,,,,0
Talelu Platform,1,product_by_company,taleluplatform,clean,,,,0.0,,,,0
Talere Partners,1,company_ceo,talerepartners,clean,,,,0.0,,,,0
Taleri Bridge,1,landmark_on_continent,taleribridge,clean,,,,0.0,,,,0
Taleso Corp,1,company_hq,talesocorp,clean,,,,0.0,,,,0
Tali Salulo,1,person_occupation,talisalulo,clean,,,,0.0,,,,0
Tali Salute,1,person_university,talisalute,clean,,,,0.0,,,,0
Talira Holdings,1,company_ceo,taliraholdings,clean,,,,0.0,,,,0
Talo Saseri,1,person_plays_pro_sport,talosaseri,clean,,,,0.0,,,,0
Talo-11006,1,star_constellation,talo11006,clean,,,,0.0,,,,0
Talu Sabeki,1,person_plays_instrument,talusabeki,clean,,,,0.0,,,,0
Talu Saberu,1,person_mother,talusaberu,clean,,,,0.0,,,,0
Talure Bridge,1,landmark_in_country,talurebridge,clean,,,,0.0,,,,0
Talure Corp,1,company_hq,talurecorp,clean,,,,0.0,,,,0
Tara Sadodo,1,person_plays_pro_sport,tarasadodo,clean,,,,0.0,,,,0
Tara Sadosu,1,person_plays_pro_sport,tarasadosu,clean,,,,0.0,,,,0
Tara-28254,1,star_constellation,tara28254,clean,,,,0.0,,,,0
Tara-28798,1,star_constellation,tara28798,clean,,,,0.0,,,,0
Tarari Monument,1,landmark_on_continent,tararimonument,clean,,,,0.0,,,,0
Tarasa App,1,product_by_company,tarasaapp,clean,,,,0.0,,,,0
Tare Salake,1,person_plays_position_in_sport,taresalake,clean,,,,0.0,,,,0
Tarede Corp,1,company_ceo,taredecorp,clean,,,,0.0,,,,0
Tarelo Device,1,product_by_company,tarelodevice,clean,,,,0.0,,,,0
Tari Sariko,1,person_mother,tarisariko,clean,,,,0.0,,,,0
Tari Sarisi,1,person_occupation,tarisarisi,clean,,,,0.0,,,,0
Tarodo Bridge,1,landmark_in_country,tarodobridge,clean,,,,0.0,,,,0
Taru Sabubo,1,person_plays_pro_sport,tarusabubo,clean,,,,0.0,,,,0
Taru Sabulo,1,person_plays_pro_sport,tarusabulo,clean,,,,0.0,,,,0
Taru-79166,1,star_constellation,taru79166,clean,,,,0.0,,,,0
Taruda Corp,1,company_hq,tarudacorp,clean,,,,0.0,,,,0
Tasa Sakedi,1,person_occupation,tasasakedi,clean,,,,0.0,,,,0
Tasa Sakeri,1,person_plays_instrument,tasasakeri,clean,,,,0.0,,,,0
Tasa Sakete,1,person_father,tasasakete,clean,,,,0.0,,,,0
Tasadu Bridge,1,landmark_on_continent,tasadubridge,clean,,,,0.0,,,,0
Tase Salola,1,person_mother,tasesalola,clean,,,,0.0,,,,0
Tase Salori,1,person_mother,tasesalori,clean,,,,0.0,,,,0
Tase Salosi,1,person_occupation,tasesalosi,clean,,,,0.0,,,,0
Tasesa App,1,product_by_company,tasesaapp,clean,,,,0.0,,,,0
Tasiru Bridge,1,landmark_in_country,tasirubridge,clean,,,,0.0,,,,0
Tasise Platform,1,product_by_company,tasiseplatform,clean,,,,0.0,,,,0
Tasoke Platform,1,product_by_company,tasokeplatform,clean,,,,0.0,,,,0
Tasu-19966,1,star_constellation,tasu19966,clean,,,,0.0,,,,0
Tasuba Technologies,1,company_hq,tasubatechnologies,clean,,,,0.0,,,,0
Tasubo Device,1,product_by_company,tasubodevice,clean,,,,0.0,,,,0
Tasuda Tower,1,landmark_in_country,tasudatower,clean,,,,0.0,,,,0
Tasuri Plaza,1,landmark_on_continent,tasuriplaza,clean,,,,0.0,,,,0
Tata Sakulu,1,person_occupation,tatasakulu,clean,,,,0.0,,,,0
Tata Sakusa,1,person_university,tatasakusa,clean,,,,0.0,,,,0
Tatado Hall,1,landmark_in_country,tatadohall,clean,,,,0.0,,,,0
Tate Saredo,1,person_father,tatesaredo,clean,,,,0.0,,,,0
Tate Sarele,1,person_university,tatesarele,clean,,,,0.0,,,,0
Tate Sareli,1,person_plays_pro_sport,tatesareli,clean,,,,0.0,,,,0
Tate Sarera,1,person_university,tatesarera,clean,,,,0.0,,,,0
Tebe Basado,2,person_mother|person_plays_position_in_sport,tebebasado,clean,,,,0.0,,,,0
Tebe Basaka,1,person_university,tebebasaka,clean,,,,0.0,,,,0
Tebe-38783,1,star_constellation,tebe38783,clean,,,,0.0,,,,0
Tebero Hall,1,landmark_in_country,teberohall,clean,,,,0.0,,,,0
Tebi Babaka,1,person_plays_pro_sport,tebibabaka,clean,,,,0.0,,,,0
Tebi Babara,1,person_university,tebibabara,clean,,,,0.0,,,,0
Tebi Babare,1,person_mother,tebibabare,clean,,,,0.0,,,,0
Tebilu Plaza,1,landmark_on_continent,tebiluplaza,clean,,,,0.0,,,,0
Tebo Badibu,1,person_plays_position_in_sport,tebobadibu,clean,,,,0.0,,,,0
Tebo-30623,1,star_constellation,tebo30623,clean,,,,0.0,,,,0
Tebu Bakuku,1,person_father,tebubakuku,clean,,,,0.0,,,,0
Tebu Bakulu,1,person_plays_pro_sport,tebubakulu,clean,,,,0.0,,,,0
Teburo Tower,1,landmark_on_continent,teburotower,clean,,,,0.0,,,,0
Tebusa Systems,1,company_hq,tebusasystems,clean,,,,0.0,,,,0
Teda Barebo,1,person_plays_instrument,tedabarebo,clean,,,,0.0,,,,0
Tedali App,1,product_by_company,tedaliapp,clean,,,,0.0,,,,0
Tede Basobe,1,person_plays_position_in_sport,tedebasobe,clean,,,,0.0,,,,0
Tede Basoli,1,person_father,tedebasoli,clean,,,,0.0,,,,0
Tede-50303,1,star_constellation,tede50303,clean,,,,0.0,,,,0
Tede-75039,1,star_constellation,tede75039,clean,,,,0.0,,,,0
Tedebi Suite,1,product_by_company,tedebisuite,clean,,,,0.0,,,,0
Tederu Technologies,1,company_hq,tederutechnologies,clean,,,,0.0,,,,0
Tedesi Technologies,1,company_hq,tedesitechnologies,clean,,,,0.0,,,,0
Tedi Babobi,1,person_occupation,tedibabobi,clean,,,,0.0,,,,0
Tedisu Systems,1,company_hq,tedisusystems,clean,,,,0.0,,,,0
Tedo Bakadu,1,person_mother,tedobakadu,clean,,,,0.0,,,,0
Tedo Bakake,1,person_plays_position_in_sport,tedobakake,clean,,,,0.0,,,,0
Tedo Bakase,1,person_occupation,tedobakase,clean,,,,0.0,,,,0
Tedo Bakata,1,person_father,tedobakata,clean,,,,0.0,,,,0
Tedoro Corp,1,company_hq,tedorocorp,clean,,,,0.0,,,,0
Tedoso Hall,1,landmark_in_country,tedosohall,clean,,,,0.0,,,,0
Teduki Plaza,1,landmark_on_continent,tedukiplaza,clean,,,,0.0,,,,0
